accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,severity_index,risk_quartile
13093,Chandigarh,Punjab,30.736935,76.705315,2024-03-23,2:00,2,Saturday,Weekend,urban,3,1,fog,low,31,high,drunk driving,major,3,3,Non Peak Hour,No Festival,0.65,9,Q4
13094,Chandigarh,Punjab,30.613062,76.82904,2022-06-22,2:00,2,Wednesday,Weekday,highway,3,1,fog,low,15,low,weather,minor,4,4,Non Peak Hour,No Festival,0.45,16,Q2
13095,Kolkata,West Bengal,22.552061,88.25259,2023-12-11,4:00,4,Monday,Weekday,rural,1,0,fog,low,25,low,distraction,minor,4,1,Non Peak Hour,No Festival,0.45,4,Q2
13096,Kolkata,West Bengal,22.4286,88.42914,2024-11-27,0:00,0,Wednesday,Weekday,rural,1,1,rain,low,39,medium,distraction,major,4,2,Non Peak Hour,No Festival,0.45,8,Q2
13097,Hyderabad,Telangana,17.223219,78.37743,2022-09-05,20:00,20,Monday,Weekday,urban,1,0,rain,medium,28,high,weather,major,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13098,Hyderabad,Telangana,17.24278,78.38288,2024-03-13,21:00,21,Wednesday,Weekday,highway,6,0,clear,high,22,medium,weather,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
13099,Bangalore,Karnataka,13.193545,77.62422,2024-02-11,14:00,14,Sunday,Weekend,rural,4,1,clear,high,21,high,poor road,minor,3,1,Non Peak Hour,No Festival,0.3,3,Q2
13100,Kolkata,West Bengal,22.406597,88.46773,2024-12-12,4:00,4,Thursday,Weekday,rural,4,0,fog,low,18,low,poor road,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
13101,Hyderabad,Telangana,17.540138,78.573296,2023-03-30,2:00,2,Thursday,Weekday,rural,2,1,clear,high,25,low,weather,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
13102,Delhi,Delhi,28.856106,76.89881,2023-06-11,2:00,2,Sunday,Weekend,urban,5,0,clear,high,18,low,distraction,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
13103,Hyderabad,Telangana,17.36443,78.21214,2023-10-27,17:00,17,Friday,Weekday,urban,2,1,fog,low,26,low,drunk driving,fatal,2,2,Peak Hour,No Festival,0.8,4,Q4
13104,Kolkata,West Bengal,22.560263,88.448235,2024-11-01,16:00,16,Friday,Weekday,urban,6,0,fog,low,19,high,weather,major,1,1,Non Peak Hour,Diwali,0.75,1,Q4
13105,Chennai,Tamil Nadu,12.965027,80.14921,2022-07-08,13:00,13,Friday,Weekday,highway,5,0,fog,low,26,medium,drunk driving,major,4,3,Non Peak Hour,No Festival,0.45,12,Q2
13106,Mumbai,Maharashtra,19.05286,72.90214,2024-10-01,0:00,0,Tuesday,Weekday,urban,5,0,fog,low,29,medium,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13107,Chandigarh,Punjab,30.786314,76.74192,2023-10-30,15:00,15,Monday,Weekday,urban,4,0,rain,medium,32,low,overspeeding,major,1,1,Non Peak Hour,No Festival,0.25,1,Q1
13108,Chandigarh,Punjab,30.712633,76.740555,2025-03-05,7:00,7,Wednesday,Weekday,rural,5,0,rain,low,23,low,overspeeding,major,5,2,Non Peak Hour,No Festival,0.45,10,Q2
13109,Hyderabad,Telangana,17.468422,78.408325,2024-07-04,18:00,18,Thursday,Weekday,highway,2,0,clear,high,24,high,drunk driving,minor,1,1,Peak Hour,No Festival,0.45,1,Q2
13110,Mumbai,Maharashtra,18.946657,72.94814,2022-06-05,14:00,14,Sunday,Weekend,rural,5,1,rain,low,19,high,weather,minor,1,1,Non Peak Hour,No Festival,0.65,1,Q4
13111,Chennai,Tamil Nadu,12.965089,80.14605,2024-01-18,5:00,5,Thursday,Weekday,urban,6,1,fog,low,30,low,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13112,Chennai,Tamil Nadu,13.171261,80.19227,2023-08-29,16:00,16,Tuesday,Weekday,urban,1,1,fog,low,38,low,weather,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13113,Chandigarh,Punjab,30.624956,76.830414,2024-01-09,16:00,16,Tuesday,Weekday,highway,1,1,fog,low,25,medium,weather,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13114,Pune,Maharashtra,18.413277,73.77434,2024-02-17,12:00,12,Saturday,Weekend,rural,2,0,clear,high,39,low,overspeeding,minor,5,5,Non Peak Hour,No Festival,0.1,25,Q1
13115,Bangalore,Karnataka,13.108007,77.79567,2024-03-04,2:00,2,Monday,Weekday,urban,5,0,rain,low,24,low,weather,minor,3,0,Non Peak Hour,No Festival,0.45,0,Q2
13116,Chennai,Tamil Nadu,12.806813,80.19277,2023-05-30,5:00,5,Tuesday,Weekday,urban,2,0,fog,low,20,low,distraction,minor,5,2,Non Peak Hour,No Festival,0.45,10,Q2
13117,Mumbai,Maharashtra,19.122902,72.7315,2023-10-12,15:00,15,Thursday,Weekday,urban,1,0,fog,low,15,medium,poor road,minor,4,2,Non Peak Hour,No Festival,0.45,8,Q2
13118,Kolkata,West Bengal,22.674004,88.40871,2022-09-12,7:00,7,Monday,Weekday,highway,6,1,rain,medium,15,low,poor road,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
13119,Chandigarh,Punjab,30.777514,76.72042,2023-01-05,18:00,18,Thursday,Weekday,highway,1,0,rain,medium,17,high,poor road,major,5,3,Peak Hour,No Festival,0.6,15,Q3
13120,Chandigarh,Punjab,30.618664,76.75882,2024-07-11,20:00,20,Thursday,Weekday,highway,5,0,clear,high,28,medium,weather,fatal,5,5,Non Peak Hour,No Festival,0.3,25,Q2
13121,Chandigarh,Punjab,30.639536,76.70211,2024-05-16,6:00,6,Thursday,Weekday,rural,2,0,fog,low,30,medium,poor road,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13122,Chandigarh,Punjab,30.740145,76.72762,2023-05-31,9:00,9,Wednesday,Weekday,highway,3,1,clear,high,17,low,drunk driving,major,2,2,Peak Hour,No Festival,0.25,4,Q1
13123,Kolkata,West Bengal,22.49266,88.31322,2023-01-29,3:00,3,Sunday,Weekend,rural,6,1,clear,high,16,medium,drunk driving,minor,5,3,Non Peak Hour,No Festival,0.1,15,Q1
13124,Hyderabad,Telangana,17.292564,78.29235,2022-12-25,5:00,5,Sunday,Weekend,highway,1,1,clear,high,26,medium,overspeeding,minor,5,0,Non Peak Hour,No Festival,0.1,0,Q1
13125,Kolkata,West Bengal,22.677885,88.31646,2022-12-01,12:00,12,Thursday,Weekday,rural,3,1,fog,low,38,medium,drunk driving,fatal,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13126,Delhi,Delhi,28.519644,76.98536,2023-10-05,17:00,17,Thursday,Weekday,rural,3,0,clear,high,23,high,poor road,major,5,3,Peak Hour,No Festival,0.45,15,Q2
13127,Delhi,Delhi,28.894268,77.21083,2023-04-28,15:00,15,Friday,Weekday,rural,6,1,clear,high,26,high,weather,major,4,3,Non Peak Hour,No Festival,0.3,12,Q2
13128,Chennai,Tamil Nadu,13.131103,80.257866,2025-02-24,23:00,23,Monday,Weekday,urban,4,0,fog,low,33,low,poor road,major,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13129,Hyderabad,Telangana,17.453878,78.50802,2022-12-25,22:00,22,Sunday,Weekend,urban,5,0,clear,high,33,medium,weather,major,4,2,Non Peak Hour,No Festival,0.1,8,Q1
13130,Hyderabad,Telangana,17.509775,78.2926,2022-06-30,10:00,10,Thursday,Weekday,rural,4,0,clear,high,32,high,weather,minor,1,1,Peak Hour,No Festival,0.45,1,Q2
13131,Chennai,Tamil Nadu,12.975673,80.121735,2024-08-10,2:00,2,Saturday,Weekend,urban,2,1,clear,high,20,low,weather,major,5,1,Non Peak Hour,No Festival,0.1,5,Q1
13132,Kolkata,West Bengal,22.513779,88.4733,2022-03-23,4:00,4,Wednesday,Weekday,urban,1,1,fog,low,38,low,poor road,fatal,1,1,Non Peak Hour,No Festival,0.65,1,Q4
13133,Kolkata,West Bengal,22.53364,88.28114,2022-09-17,7:00,7,Saturday,Weekend,urban,4,0,rain,low,17,low,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13134,Pune,Maharashtra,18.642647,73.92493,2024-12-15,19:00,19,Sunday,Weekend,urban,4,1,clear,high,26,low,poor road,fatal,3,3,Peak Hour,No Festival,0.45,9,Q2
13135,Delhi,Delhi,28.809086,76.83073,2023-11-02,4:00,4,Thursday,Weekday,urban,3,0,fog,low,22,high,poor road,fatal,1,1,Non Peak Hour,No Festival,0.85,1,Q4
13136,Bangalore,Karnataka,12.980824,77.504585,2025-01-17,9:00,9,Friday,Weekday,urban,2,0,fog,low,20,medium,drunk driving,minor,4,0,Peak Hour,No Festival,0.6,0,Q3
13137,Delhi,Delhi,28.720608,76.84136,2022-04-21,11:00,11,Thursday,Weekday,highway,6,1,clear,high,16,low,distraction,minor,3,1,Non Peak Hour,No Festival,0.1,3,Q1
13138,Mumbai,Maharashtra,19.121712,72.87794,2022-08-05,12:00,12,Friday,Weekday,rural,4,1,rain,low,34,medium,weather,major,5,2,Non Peak Hour,No Festival,0.45,10,Q2
13139,Hyderabad,Telangana,17.336723,78.30013,2024-05-21,2:00,2,Tuesday,Weekday,rural,5,0,clear,high,19,low,drunk driving,major,5,2,Non Peak Hour,No Festival,0.1,10,Q1
13140,Hyderabad,Telangana,17.2624,78.432106,2022-04-17,4:00,4,Sunday,Weekend,urban,6,1,clear,high,23,low,overspeeding,minor,3,0,Non Peak Hour,No Festival,0.1,0,Q1
13141,Delhi,Delhi,28.49624,77.02518,2025-02-23,17:00,17,Sunday,Weekend,highway,5,0,clear,high,34,medium,poor road,major,4,4,Peak Hour,No Festival,0.25,16,Q1
13142,Chennai,Tamil Nadu,12.831189,80.192566,2022-09-26,16:00,16,Monday,Weekday,highway,2,0,rain,low,27,low,drunk driving,fatal,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13143,Bangalore,Karnataka,13.167449,77.67374,2022-11-15,23:00,23,Tuesday,Weekday,rural,3,1,rain,low,15,medium,overspeeding,major,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13144,Hyderabad,Telangana,17.404999,78.497536,2022-06-28,22:00,22,Tuesday,Weekday,rural,2,1,fog,low,28,low,distraction,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13145,Kolkata,West Bengal,22.646616,88.400444,2022-08-31,14:00,14,Wednesday,Weekday,urban,5,1,clear,high,33,high,drunk driving,minor,1,1,Non Peak Hour,No Festival,0.3,1,Q2
13146,Hyderabad,Telangana,17.534739,78.53854,2023-10-02,3:00,3,Monday,Weekday,highway,3,0,fog,low,32,low,weather,minor,3,0,Non Peak Hour,No Festival,0.45,0,Q2
13147,Chandigarh,Punjab,30.740467,76.72366,2024-07-02,8:00,8,Tuesday,Weekday,urban,4,0,clear,high,19,low,poor road,minor,3,0,Peak Hour,No Festival,0.25,0,Q1
13148,Mumbai,Maharashtra,19.171503,72.75864,2024-10-31,0:00,0,Thursday,Weekday,urban,4,1,clear,high,32,medium,poor road,major,5,0,Non Peak Hour,No Festival,0.1,0,Q1
13149,Mumbai,Maharashtra,19.295399,72.80701,2022-02-26,17:00,17,Saturday,Weekend,urban,6,0,clear,high,16,low,drunk driving,minor,4,2,Peak Hour,No Festival,0.25,8,Q1
13150,Delhi,Delhi,28.687653,77.2921,2024-09-29,17:00,17,Sunday,Weekend,highway,3,0,rain,medium,26,high,weather,minor,2,2,Peak Hour,No Festival,0.6,4,Q3
13151,Hyderabad,Telangana,17.348738,78.496376,2024-09-02,11:00,11,Monday,Weekday,urban,3,1,clear,high,17,medium,weather,minor,5,4,Non Peak Hour,No Festival,0.1,20,Q1
13152,Chennai,Tamil Nadu,12.992053,80.1681,2022-01-26,1:00,1,Wednesday,Weekday,rural,5,0,fog,low,40,low,weather,major,5,5,Non Peak Hour,No Festival,0.45,25,Q2
13153,Pune,Maharashtra,18.48729,73.827835,2025-02-15,15:00,15,Saturday,Weekend,rural,4,1,rain,medium,35,medium,weather,minor,5,4,Non Peak Hour,No Festival,0.25,20,Q1
13154,Mumbai,Maharashtra,19.289213,72.73772,2024-07-25,1:00,1,Thursday,Weekday,highway,1,1,rain,low,26,low,distraction,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13155,Chandigarh,Punjab,30.686485,76.89479,2024-07-02,18:00,18,Tuesday,Weekday,urban,5,0,rain,low,36,high,distraction,minor,2,2,Peak Hour,No Festival,0.8,4,Q4
13156,Bangalore,Karnataka,13.156897,77.57814,2023-04-08,2:00,2,Saturday,Weekend,urban,2,1,fog,low,26,low,poor road,major,5,0,Non Peak Hour,No Festival,0.45,0,Q2
13157,Delhi,Delhi,28.838451,76.94444,2024-07-21,7:00,7,Sunday,Weekend,rural,6,0,clear,high,17,high,overspeeding,major,3,1,Non Peak Hour,No Festival,0.3,3,Q2
13158,Kolkata,West Bengal,22.4948,88.3386,2025-02-17,2:00,2,Monday,Weekday,urban,5,0,rain,low,31,medium,poor road,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13159,Chennai,Tamil Nadu,13.049683,80.244644,2023-05-17,11:00,11,Wednesday,Weekday,rural,2,0,clear,high,31,low,drunk driving,minor,5,3,Non Peak Hour,No Festival,0.1,15,Q1
13160,Bangalore,Karnataka,13.169894,77.702835,2024-06-28,6:00,6,Friday,Weekday,rural,6,1,fog,low,16,medium,distraction,minor,3,1,Non Peak Hour,No Festival,0.45,3,Q2
13161,Bangalore,Karnataka,13.144181,77.76708,2024-09-15,20:00,20,Sunday,Weekend,urban,5,1,rain,low,26,low,distraction,major,1,1,Non Peak Hour,No Festival,0.45,1,Q2
13162,Mumbai,Maharashtra,18.990385,72.73028,2025-01-14,10:00,10,Tuesday,Weekday,highway,4,0,rain,medium,27,high,overspeeding,minor,4,1,Peak Hour,No Festival,0.6,4,Q3
13163,Delhi,Delhi,28.469055,77.00351,2022-06-13,11:00,11,Monday,Weekday,rural,3,1,rain,low,33,low,overspeeding,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
13164,Mumbai,Maharashtra,18.88929,72.72656,2025-01-21,10:00,10,Tuesday,Weekday,urban,3,0,fog,low,37,high,weather,minor,3,1,Peak Hour,No Festival,0.8,3,Q4
13165,Pune,Maharashtra,18.488888,73.77506,2023-03-02,21:00,21,Thursday,Weekday,urban,2,1,fog,low,21,medium,weather,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
13166,Chandigarh,Punjab,30.721058,76.76356,2022-07-31,13:00,13,Sunday,Weekend,urban,3,1,clear,high,29,low,overspeeding,major,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13167,Pune,Maharashtra,18.410992,73.88864,2023-08-24,1:00,1,Thursday,Weekday,rural,4,1,fog,low,32,low,poor road,major,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13168,Hyderabad,Telangana,17.455519,78.516975,2023-05-04,9:00,9,Thursday,Weekday,highway,6,0,rain,low,19,high,weather,minor,3,0,Peak Hour,No Festival,0.8,0,Q4
13169,Bangalore,Karnataka,13.012602,77.522255,2024-02-05,20:00,20,Monday,Weekday,rural,3,0,rain,medium,32,high,weather,minor,5,1,Non Peak Hour,No Festival,0.45,5,Q2
13170,Hyderabad,Telangana,17.506706,78.410355,2022-09-23,18:00,18,Friday,Weekday,highway,1,0,fog,low,16,high,distraction,minor,2,0,Peak Hour,No Festival,0.8,0,Q4
13171,Bangalore,Karnataka,12.838218,77.62693,2025-03-08,12:00,12,Saturday,Weekend,urban,1,1,fog,low,15,low,distraction,major,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13172,Hyderabad,Telangana,17.465527,78.2341,2024-01-28,6:00,6,Sunday,Weekend,rural,3,0,rain,medium,33,high,overspeeding,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
13173,Mumbai,Maharashtra,18.966265,72.74542,2023-12-18,18:00,18,Monday,Weekday,highway,3,0,rain,medium,36,high,weather,major,3,3,Peak Hour,No Festival,0.6,9,Q3
13174,Chandigarh,Punjab,30.793291,76.85657,2023-05-04,12:00,12,Thursday,Weekday,urban,4,1,fog,low,30,medium,drunk driving,major,5,2,Non Peak Hour,No Festival,0.45,10,Q2
13175,Kolkata,West Bengal,22.426971,88.20962,2024-03-05,8:00,8,Tuesday,Weekday,urban,4,0,clear,high,39,medium,overspeeding,minor,1,0,Peak Hour,No Festival,0.25,0,Q1
13176,Pune,Maharashtra,18.420021,73.84683,2023-11-13,11:00,11,Monday,Weekday,urban,4,0,fog,low,30,high,distraction,minor,3,2,Non Peak Hour,No Festival,0.65,6,Q4
13177,Delhi,Delhi,28.473646,77.0937,2025-03-11,6:00,6,Tuesday,Weekday,highway,3,0,clear,high,18,high,poor road,minor,5,4,Non Peak Hour,No Festival,0.3,20,Q2
13178,Delhi,Delhi,28.583279,77.07914,2024-04-18,13:00,13,Thursday,Weekday,urban,3,0,clear,high,39,high,poor road,major,3,0,Non Peak Hour,No Festival,0.3,0,Q2
13179,Kolkata,West Bengal,22.583216,88.405045,2025-04-02,4:00,4,Wednesday,Weekday,highway,6,1,rain,medium,29,medium,drunk driving,major,1,1,Non Peak Hour,No Festival,0.25,1,Q1
13180,Bangalore,Karnataka,13.048139,77.6937,2025-04-14,14:00,14,Monday,Weekday,highway,6,1,clear,high,20,medium,poor road,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13181,Delhi,Delhi,28.644545,77.238365,2023-02-19,23:00,23,Sunday,Weekend,urban,6,0,clear,high,39,high,drunk driving,major,2,0,Non Peak Hour,No Festival,0.3,0,Q2
13182,Chennai,Tamil Nadu,13.064044,80.26318,2022-03-08,4:00,4,Tuesday,Weekday,highway,6,0,fog,low,18,low,drunk driving,minor,3,0,Non Peak Hour,No Festival,0.45,0,Q2
13183,Kolkata,West Bengal,22.405235,88.43227,2025-03-23,13:00,13,Sunday,Weekend,highway,5,0,rain,low,31,medium,weather,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13184,Delhi,Delhi,28.78476,77.214676,2023-06-26,22:00,22,Monday,Weekday,urban,4,0,clear,high,24,low,weather,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
13185,Mumbai,Maharashtra,19.085794,72.79726,2024-10-06,18:00,18,Sunday,Weekend,rural,2,0,rain,medium,17,medium,weather,minor,1,1,Peak Hour,No Festival,0.4,1,Q2
13186,Hyderabad,Telangana,17.46149,78.27739,2025-03-03,1:00,1,Monday,Weekday,rural,6,1,clear,high,33,medium,overspeeding,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
13187,Kolkata,West Bengal,22.56655,88.22226,2022-09-07,3:00,3,Wednesday,Weekday,highway,3,0,clear,high,39,low,drunk driving,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13188,Mumbai,Maharashtra,18.92886,72.84595,2022-09-24,1:00,1,Saturday,Weekend,highway,4,0,rain,medium,21,low,overspeeding,major,5,2,Non Peak Hour,No Festival,0.25,10,Q1
13189,Hyderabad,Telangana,17.426956,78.46059,2023-05-06,7:00,7,Saturday,Weekend,rural,1,0,fog,low,18,low,weather,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
13190,Mumbai,Maharashtra,18.891851,72.70164,2024-11-28,12:00,12,Thursday,Weekday,rural,6,1,clear,high,17,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13191,Kolkata,West Bengal,22.590652,88.440704,2023-10-20,15:00,15,Friday,Weekday,highway,6,0,clear,high,17,medium,drunk driving,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
13192,Delhi,Delhi,28.643038,76.84552,2024-07-01,8:00,8,Monday,Weekday,highway,1,0,fog,low,22,medium,drunk driving,minor,5,1,Peak Hour,No Festival,0.6,5,Q3
13193,Delhi,Delhi,28.467361,76.960526,2024-04-26,10:00,10,Friday,Weekday,urban,5,1,fog,low,36,high,overspeeding,minor,2,1,Peak Hour,No Festival,0.8,2,Q4
13194,Bangalore,Karnataka,12.997551,77.47443,2024-02-29,18:00,18,Thursday,Weekday,urban,3,1,clear,high,15,medium,distraction,minor,3,1,Peak Hour,No Festival,0.25,3,Q1
13195,Chennai,Tamil Nadu,12.928537,80.22923,2022-06-23,9:00,9,Thursday,Weekday,urban,3,1,rain,medium,20,high,poor road,major,1,1,Peak Hour,No Festival,0.6,1,Q3
13196,Chennai,Tamil Nadu,13.081149,80.19863,2024-02-23,18:00,18,Friday,Weekday,urban,4,0,fog,low,38,high,distraction,major,3,0,Peak Hour,No Festival,0.8,0,Q4
13197,Chennai,Tamil Nadu,13.122178,80.29447,2022-09-10,22:00,22,Saturday,Weekend,urban,3,0,clear,high,27,low,poor road,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
13198,Kolkata,West Bengal,22.403522,88.323845,2024-10-10,7:00,7,Thursday,Weekday,urban,1,0,rain,medium,20,low,drunk driving,minor,4,4,Non Peak Hour,No Festival,0.25,16,Q1
13199,Chandigarh,Punjab,30.609116,76.863785,2022-09-10,19:00,19,Saturday,Weekend,rural,3,1,fog,low,37,high,weather,minor,5,5,Peak Hour,No Festival,0.8,25,Q4
13200,Kolkata,West Bengal,22.653173,88.25332,2024-05-04,2:00,2,Saturday,Weekend,rural,3,0,clear,high,18,medium,drunk driving,major,3,1,Non Peak Hour,No Festival,0.1,3,Q1
13201,Pune,Maharashtra,18.562536,73.71517,2022-10-22,6:00,6,Saturday,Weekend,urban,3,1,rain,medium,38,medium,drunk driving,minor,4,4,Non Peak Hour,No Festival,0.25,16,Q1
13202,Delhi,Delhi,28.709679,77.18559,2023-08-28,6:00,6,Monday,Weekday,highway,1,1,rain,medium,33,low,poor road,major,5,2,Non Peak Hour,No Festival,0.25,10,Q1
13203,Pune,Maharashtra,18.605286,73.764336,2022-08-20,17:00,17,Saturday,Weekend,rural,6,1,clear,high,16,medium,weather,minor,4,0,Peak Hour,No Festival,0.25,0,Q1
13204,Mumbai,Maharashtra,18.86381,72.87321,2025-04-15,14:00,14,Tuesday,Weekday,rural,2,0,clear,high,32,medium,weather,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
13205,Chandigarh,Punjab,30.699408,76.772896,2022-03-02,21:00,21,Wednesday,Weekday,urban,2,0,clear,high,23,medium,poor road,fatal,2,2,Non Peak Hour,No Festival,0.3,4,Q2
13206,Hyderabad,Telangana,17.580835,78.22431,2024-12-02,20:00,20,Monday,Weekday,urban,4,1,rain,low,37,high,overspeeding,minor,3,3,Non Peak Hour,No Festival,0.65,9,Q4
13207,Chandigarh,Punjab,30.74012,76.76273,2023-09-06,6:00,6,Wednesday,Weekday,rural,2,1,fog,low,33,medium,overspeeding,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
13208,Pune,Maharashtra,18.442621,73.957596,2023-11-04,0:00,0,Saturday,Weekend,highway,6,0,rain,low,16,medium,distraction,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13209,Kolkata,West Bengal,22.656818,88.36452,2023-12-14,0:00,0,Thursday,Weekday,highway,5,1,fog,low,35,low,distraction,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
13210,Hyderabad,Telangana,17.31351,78.327805,2024-10-13,2:00,2,Sunday,Weekend,urban,4,0,fog,low,21,low,weather,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
13211,Kolkata,West Bengal,22.647959,88.35104,2023-11-30,16:00,16,Thursday,Weekday,highway,6,0,rain,medium,40,low,distraction,minor,4,4,Non Peak Hour,No Festival,0.25,16,Q1
13212,Chennai,Tamil Nadu,13.187612,80.22299,2022-09-01,4:00,4,Thursday,Weekday,urban,2,1,fog,low,33,low,weather,major,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13213,Delhi,Delhi,28.617,76.89181,2025-01-04,22:00,22,Saturday,Weekend,rural,2,0,clear,high,40,low,drunk driving,major,5,1,Non Peak Hour,No Festival,0.1,5,Q1
13214,Delhi,Delhi,28.400724,77.19853,2022-12-18,15:00,15,Sunday,Weekend,urban,2,0,rain,low,21,low,weather,major,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13215,Pune,Maharashtra,18.473816,73.862686,2022-12-08,6:00,6,Thursday,Weekday,urban,4,0,rain,low,16,high,weather,fatal,5,5,Non Peak Hour,No Festival,0.85,25,Q4
13216,Hyderabad,Telangana,17.531157,78.24753,2024-08-04,22:00,22,Sunday,Weekend,highway,2,0,fog,low,40,low,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13217,Chandigarh,Punjab,30.755041,76.88378,2024-06-08,11:00,11,Saturday,Weekend,urban,5,1,rain,low,34,high,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.65,0,Q4
13218,Hyderabad,Telangana,17.477566,78.427315,2025-04-01,15:00,15,Tuesday,Weekday,highway,3,1,rain,medium,15,high,poor road,minor,5,2,Non Peak Hour,No Festival,0.45,10,Q2
13219,Pune,Maharashtra,18.51394,73.98521,2022-01-20,15:00,15,Thursday,Weekday,urban,3,1,fog,low,19,high,distraction,minor,2,2,Non Peak Hour,No Festival,0.65,4,Q4
13220,Hyderabad,Telangana,17.497124,78.525696,2022-07-26,11:00,11,Tuesday,Weekday,highway,3,0,fog,low,31,low,distraction,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
13221,Pune,Maharashtra,18.590364,73.78763,2023-07-12,6:00,6,Wednesday,Weekday,rural,2,0,clear,high,22,high,overspeeding,minor,4,4,Non Peak Hour,No Festival,0.3,16,Q2
13222,Mumbai,Maharashtra,18.882853,72.911156,2024-09-20,10:00,10,Friday,Weekday,rural,2,1,rain,low,31,medium,distraction,fatal,5,5,Peak Hour,No Festival,0.8,25,Q4
13223,Kolkata,West Bengal,22.56443,88.22302,2025-01-05,13:00,13,Sunday,Weekend,highway,5,0,rain,low,22,high,distraction,minor,5,3,Non Peak Hour,No Festival,0.65,15,Q4
13224,Delhi,Delhi,28.564165,77.1444,2024-12-12,13:00,13,Thursday,Weekday,urban,4,1,rain,medium,38,high,distraction,minor,5,5,Non Peak Hour,No Festival,0.45,25,Q2
13225,Pune,Maharashtra,18.55171,73.9174,2024-11-06,18:00,18,Wednesday,Weekday,urban,6,1,clear,high,26,medium,drunk driving,minor,3,1,Peak Hour,No Festival,0.25,3,Q1
13226,Bangalore,Karnataka,13.13167,77.472916,2024-09-14,18:00,18,Saturday,Weekend,rural,2,0,fog,low,24,high,distraction,major,2,2,Peak Hour,No Festival,0.8,4,Q4
13227,Hyderabad,Telangana,17.481611,78.253494,2023-09-21,17:00,17,Thursday,Weekday,highway,4,0,fog,low,38,medium,poor road,major,4,0,Peak Hour,No Festival,0.6,0,Q3
13228,Chennai,Tamil Nadu,12.853393,80.1046,2024-10-07,17:00,17,Monday,Weekday,highway,4,1,rain,low,28,high,overspeeding,minor,2,1,Peak Hour,No Festival,0.8,2,Q4
13229,Chennai,Tamil Nadu,13.145466,80.23475,2023-07-06,1:00,1,Thursday,Weekday,rural,5,1,fog,low,24,medium,overspeeding,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
13230,Mumbai,Maharashtra,19.161161,72.844086,2022-03-24,17:00,17,Thursday,Weekday,rural,2,0,fog,low,33,high,overspeeding,fatal,2,2,Peak Hour,No Festival,1.0,4,Q4
13231,Kolkata,West Bengal,22.679771,88.232506,2022-12-05,14:00,14,Monday,Weekday,urban,4,1,clear,high,32,high,poor road,minor,5,4,Non Peak Hour,No Festival,0.3,20,Q2
